epoch,step,train_loss,valid_loss_epoch
0,389,,0.10498622059822083
0,389,0.23066769540309906,
1,779,,0.08281181007623672
1,779,0.10385172814130783,
2,1169,,0.08032524585723877
2,1169,0.08108939975500107,
3,1559,,0.06966190040111542
3,1559,0.07300357520580292,
4,1949,,0.06440045684576035
4,1949,0.060964055359363556,
5,2339,,0.0621936060488224
5,2339,0.05528319999575615,
6,2729,,0.05608701333403587
6,2729,0.04995967820286751,
7,3119,,0.0516548715531826
7,3119,0.04492417722940445,
8,3509,,0.048998069018125534
8,3509,0.04194149002432823,
9,3899,,0.050006356090307236
9,3899,0.0368499755859375,
10,4289,,0.055379245430231094
10,4289,0.03634899482131004,
11,4679,,0.0476212203502655
11,4679,0.03312620893120766,
12,5069,,0.04835866019129753
12,5069,0.03163262456655502,
13,5459,,0.052253857254981995
13,5459,0.027850406244397163,
14,5849,,0.050431590527296066
14,5849,0.02666173316538334,
15,6239,,0.04478757828474045
15,6239,0.024897035211324692,
16,6629,,0.05116471275687218
16,6629,0.022799544036388397,
17,7019,,0.04618871957063675
17,7019,0.022622693330049515,
18,7409,,0.047015778720378876
18,7409,0.021286625415086746,
19,7799,,0.04512782022356987
19,7799,0.018677502870559692,
20,8189,,0.046694882214069366
20,8189,0.0173722542822361,
