epoch,step,train_loss,valid_loss_epoch
0,389,,1.434740662574768
0,389,2.2688891887664795,
1,779,,0.5112637281417847
1,779,0.9140577912330627,
2,1169,,0.34110283851623535
2,1169,0.4282963275909424,
3,1559,,0.2940702438354492
3,1559,0.2624529302120209,
4,1949,,0.2173643708229065
4,1949,0.1816822588443756,
5,2339,,0.20736050605773926
5,2339,0.12885791063308716,
6,2729,,0.2153191864490509
6,2729,0.10128165781497955,
7,3119,,0.21799233555793762
7,3119,0.0804126113653183,
8,3509,,0.23916569352149963
8,3509,0.06649039685726166,
