epoch,step,train_loss,valid_loss_epoch
0,389,,0.1742958426475525
0,389,0.19694852828979492,
1,779,,0.1671343445777893
1,779,0.17214727401733398,
2,1169,,0.1654212921857834
2,1169,0.16744856536388397,
3,1559,,0.16292084753513336
3,1559,0.16504967212677002,
4,1949,,0.1628187596797943
4,1949,0.16361409425735474,
5,2339,,0.16194839775562286
5,2339,0.16278016567230225,
6,2729,,0.1610892117023468
6,2729,0.16229206323623657,
7,3119,,0.16051343083381653
7,3119,0.16200630366802216,
8,3509,,0.1606321632862091
8,3509,0.16179074347019196,
9,3899,,0.16039736568927765
9,3899,0.16158759593963623,
10,4289,,0.1608402132987976
10,4289,0.16124501824378967,
11,4679,,0.1607457548379898
11,4679,0.16135798394680023,
12,5069,,0.16065923869609833
12,5069,0.1611202210187912,
13,5459,,0.16032704710960388
13,5459,0.16101251542568207,
14,5849,,0.1602342575788498
14,5849,0.16076846420764923,
15,6239,,0.1600644737482071
15,6239,0.16078244149684906,
16,6629,,0.15973959863185883
16,6629,0.16075628995895386,
17,7019,,0.1597590148448944
17,7019,0.16052475571632385,
18,7409,,0.1594284027814865
18,7409,0.16021278500556946,
19,7799,,0.15939751267433167
19,7799,0.16036055982112885,
20,8189,,0.15912239253520966
20,8189,0.160194531083107,
21,8579,,0.1587197631597519
21,8579,0.15995565056800842,
22,8969,,0.15920600295066833
22,8969,0.1599562168121338,
23,9359,,0.15879033505916595
23,9359,0.16002151370048523,
24,9749,,0.15958546102046967
24,9749,0.15991371870040894,
25,10139,,0.15931862592697144
25,10139,0.1598569005727768,
26,10529,,0.1589263677597046
26,10529,0.15969273447990417,
