epoch,step,train_loss,valid_loss_epoch
0,389,,0.12329769134521484
0,389,0.23497141897678375,
1,779,,0.10054947435855865
1,779,0.11286528408527374,
2,1169,,0.09180928766727448
2,1169,0.09019225835800171,
3,1559,,0.07207196205854416
3,1559,0.07397601753473282,
4,1949,,0.07500766217708588
4,1949,0.06698784977197647,
5,2339,,0.06819575279951096
5,2339,0.05932813882827759,
6,2729,,0.06519060581922531
6,2729,0.05338139086961746,
7,3119,,0.05798899382352829
7,3119,0.047200653702020645,
8,3509,,0.056687936186790466
8,3509,0.04489176347851753,
9,3899,,0.05629887804389
9,3899,0.04119911789894104,
10,4289,,0.054871730506420135
10,4289,0.037882249802351,
11,4679,,0.05314410477876663
11,4679,0.035303447395563126,
12,5069,,0.05138176307082176
12,5069,0.03282993286848068,
13,5459,,0.05040311813354492
13,5459,0.030709069222211838,
14,5849,,0.047783996909856796
14,5849,0.029355524107813835,
15,6239,,0.05450131744146347
15,6239,0.02730424329638481,
16,6629,,0.051133912056684494
16,6629,0.026702333241701126,
17,7019,,0.04233406111598015
17,7019,0.024205222725868225,
18,7409,,0.04535192251205444
18,7409,0.022331470623612404,
19,7799,,0.04512803629040718
19,7799,0.021202027797698975,
20,8189,,0.0453818216919899
20,8189,0.020407646894454956,
21,8579,,0.05176260694861412
21,8579,0.01909708045423031,
22,8969,,0.05003858730196953
22,8969,0.01751793920993805,
