epoch,step,train_loss,valid_loss_epoch
0,389,,0.11043248325586319
0,389,0.21628737449645996,
1,779,,0.08412767946720123
1,779,0.10238029062747955,
2,1169,,0.0751563310623169
2,1169,0.07784626632928848,
3,1559,,0.06131221354007721
3,1559,0.0671878382563591,
4,1949,,0.05315738543868065
4,1949,0.05820959433913231,
5,2339,,0.05785579979419708
5,2339,0.050927236676216125,
6,2729,,0.0609220452606678
6,2729,0.0461910180747509,
7,3119,,0.05410749092698097
7,3119,0.04226190596818924,
8,3509,,0.05703042447566986
8,3509,0.04137400910258293,
9,3899,,0.04811118170619011
9,3899,0.03642003610730171,
10,4289,,0.05310674384236336
10,4289,0.032401274889707565,
11,4679,,0.05264502018690109
11,4679,0.030882373452186584,
12,5069,,0.04506473243236542
12,5069,0.028095001354813576,
13,5459,,0.04252404347062111
13,5459,0.026721805334091187,
14,5849,,0.04587767645716667
14,5849,0.02561432309448719,
15,6239,,0.041766099631786346
15,6239,0.022691635414958,
16,6629,,0.04907136783003807
16,6629,0.023563159629702568,
17,7019,,0.04353891685605049
17,7019,0.021926620975136757,
18,7409,,0.04629073292016983
18,7409,0.019762542098760605,
19,7799,,0.04451944679021835
19,7799,0.01930609717965126,
20,8189,,0.047060489654541016
20,8189,0.01693674921989441,
