epoch,step,train_loss,valid_loss_epoch
0,389,,0.1524721086025238
0,389,0.17479553818702698,
1,779,,0.1440838724374771
1,779,0.1486765742301941,
2,1169,,0.14051157236099243
2,1169,0.14284758269786835,
3,1559,,0.13840793073177338
3,1559,0.14004507660865784,
4,1949,,0.13759395480155945
4,1949,0.13839176297187805,
5,2339,,0.13696898519992828
5,2339,0.1374051570892334,
6,2729,,0.13648870587348938
6,2729,0.13664014637470245,
7,3119,,0.13602201640605927
7,3119,0.13637791574001312,
8,3509,,0.13574746251106262
8,3509,0.1358335316181183,
9,3899,,0.13558533787727356
9,3899,0.1357162892818451,
10,4289,,0.13541340827941895
10,4289,0.13539500534534454,
11,4679,,0.13546352088451385
11,4679,0.13517682254314423,
12,5069,,0.1351897120475769
12,5069,0.13505353033542633,
13,5459,,0.13490039110183716
13,5459,0.13490739464759827,
14,5849,,0.1346323937177658
14,5849,0.13489468395709991,
15,6239,,0.1347205936908722
15,6239,0.13478411734104156,
16,6629,,0.13454070687294006
16,6629,0.13457107543945312,
17,7019,,0.1344575732946396
17,7019,0.13422785699367523,
18,7409,,0.1340312957763672
18,7409,0.13415034115314484,
19,7799,,0.13383007049560547
19,7799,0.13401725888252258,
20,8189,,0.1345435380935669
20,8189,0.1340322494506836,
21,8579,,0.13396674394607544
21,8579,0.13386604189872742,
22,8969,,0.13409827649593353
22,8969,0.1338280737400055,
23,9359,,0.13406263291835785
23,9359,0.1337776780128479,
24,9749,,0.13424040377140045
24,9749,0.13359563052654266,
