epoch,step,train_loss,valid_loss_epoch
0,389,,0.16200239956378937
0,389,0.18958361446857452,
1,779,,0.15495231747627258
1,779,0.15876533091068268,
2,1169,,0.15224070847034454
2,1169,0.15436077117919922,
3,1559,,0.15025970339775085
3,1559,0.15229415893554688,
4,1949,,0.1493823379278183
4,1949,0.15102428197860718,
5,2339,,0.14909522235393524
5,2339,0.15026625990867615,
6,2729,,0.14827443659305573
6,2729,0.14975151419639587,
7,3119,,0.14761066436767578
7,3119,0.14914470911026,
8,3509,,0.1472116857767105
8,3509,0.1486045867204666,
9,3899,,0.1468876451253891
9,3899,0.14828744530677795,
10,4289,,0.1469367891550064
10,4289,0.14817766845226288,
11,4679,,0.1463450938463211
11,4679,0.14792318642139435,
12,5069,,0.14620040357112885
12,5069,0.1476166993379593,
13,5459,,0.14636804163455963
13,5459,0.1474163830280304,
14,5849,,0.14579391479492188
14,5849,0.14758430421352386,
15,6239,,0.14575117826461792
15,6239,0.14726699888706207,
16,6629,,0.14525438845157623
16,6629,0.14724582433700562,
17,7019,,0.14581647515296936
17,7019,0.1470882147550583,
18,7409,,0.14568455517292023
18,7409,0.14696384966373444,
19,7799,,0.14551731944084167
19,7799,0.1467098742723465,
20,8189,,0.14549687504768372
20,8189,0.1466211974620819,
21,8579,,0.14539746940135956
21,8579,0.14664623141288757,
