epoch,step,train_loss,valid_loss_epoch
0,389,,0.19781970977783203
0,389,0.33948925137519836,
1,779,,0.13805295526981354
1,779,0.1687232404947281,
2,1169,,0.10554982721805573
2,1169,0.1309904009103775,
3,1559,,0.0952523946762085
3,1559,0.11010642349720001,
4,1949,,0.09514397382736206
4,1949,0.09808815270662308,
5,2339,,0.0942482277750969
5,2339,0.08677627146244049,
6,2729,,0.07956688106060028
6,2729,0.07884581387042999,
7,3119,,0.07535682618618011
7,3119,0.07269875705242157,
8,3509,,0.07850001007318497
8,3509,0.06462693214416504,
9,3899,,0.06812521070241928
9,3899,0.06091993674635887,
10,4289,,0.06672161817550659
10,4289,0.05574936419725418,
11,4679,,0.06757917255163193
11,4679,0.05421198159456253,
12,5069,,0.06593456119298935
12,5069,0.04988432675600052,
13,5459,,0.05875004455447197
13,5459,0.047142140567302704,
14,5849,,0.06059166416525841
14,5849,0.04475341737270355,
15,6239,,0.06073207035660744
15,6239,0.04259054735302925,
16,6629,,0.059587541967630386
16,6629,0.04003576561808586,
17,7019,,0.05547016113996506
17,7019,0.03838333114981651,
18,7409,,0.05694236233830452
18,7409,0.03584546968340874,
19,7799,,0.0565367117524147
19,7799,0.03499474748969078,
20,8189,,0.05315657705068588
20,8189,0.03335550054907799,
21,8579,,0.05129728466272354
21,8579,0.031023934483528137,
22,8969,,0.053609322756528854
22,8969,0.030110713094472885,
23,9359,,0.055900104343891144
23,9359,0.029934881255030632,
24,9749,,0.05214453488588333
24,9749,0.028595231473445892,
25,10139,,0.05217873305082321
25,10139,0.02807536907494068,
26,10529,,0.05594431236386299
26,10529,0.02788960561156273,
