epoch,step,train_loss,valid_loss_epoch
0,389,,0.3512294292449951
0,389,1.1170700788497925,
1,779,,0.2256636917591095
1,779,0.29795053601264954,
2,1169,,0.17866526544094086
2,1169,0.21529725193977356,
3,1559,,0.17307157814502716
3,1559,0.1830085813999176,
4,1949,,0.1508665233850479
4,1949,0.16095934808254242,
5,2339,,0.15155814588069916
5,2339,0.14727675914764404,
6,2729,,0.13519810140132904
6,2729,0.13548064231872559,
7,3119,,0.13547399640083313
7,3119,0.1269988715648651,
8,3509,,0.12619203329086304
8,3509,0.11937323212623596,
9,3899,,0.1346844881772995
9,3899,0.11108560860157013,
10,4289,,0.1279679387807846
10,4289,0.10401157289743423,
11,4679,,0.15639306604862213
11,4679,0.09945686906576157,
12,5069,,0.1231369823217392
12,5069,0.09533479064702988,
13,5459,,0.13124865293502808
13,5459,0.08974579721689224,
14,5849,,0.11872705072164536
14,5849,0.08512349426746368,
15,6239,,0.11383428424596786
15,6239,0.08293446153402328,
16,6629,,0.11943666636943817
16,6629,0.07740972191095352,
17,7019,,0.1179848462343216
17,7019,0.07730672508478165,
18,7409,,0.11830950528383255
18,7409,0.07220964133739471,
19,7799,,0.11836327612400055
19,7799,0.07090229541063309,
20,8189,,0.11106649786233902
20,8189,0.06673696637153625,
21,8579,,0.12568338215351105
21,8579,0.06489976495504379,
22,8969,,0.11957384645938873
22,8969,0.06210411339998245,
23,9359,,0.11168117821216583
23,9359,0.06167319416999817,
24,9749,,0.11530879139900208
24,9749,0.05624330788850784,
25,10139,,0.1282251924276352
25,10139,0.055068280547857285,
