epoch,step,train_loss,valid_loss_epoch
0,389,,0.1633313000202179
0,389,0.18592995405197144,
1,779,,0.15480896830558777
1,779,0.1594805270433426,
2,1169,,0.1514190137386322
2,1169,0.15387561917304993,
3,1559,,0.1491532325744629
3,1559,0.15103723108768463,
4,1949,,0.1490846872329712
4,1949,0.14951767027378082,
5,2339,,0.14755849540233612
5,2339,0.14885357022285461,
6,2729,,0.14756126701831818
6,2729,0.14809571206569672,
7,3119,,0.14695534110069275
7,3119,0.14780762791633606,
8,3509,,0.14676684141159058
8,3509,0.14752687513828278,
9,3899,,0.14631277322769165
9,3899,0.14725418388843536,
10,4289,,0.14587032794952393
10,4289,0.14692936837673187,
11,4679,,0.1464507132768631
11,4679,0.14673446118831635,
12,5069,,0.14613862335681915
12,5069,0.14661812782287598,
13,5459,,0.14546054601669312
13,5459,0.1464909315109253,
14,5849,,0.14604608714580536
14,5849,0.14631028473377228,
15,6239,,0.14595988392829895
15,6239,0.14621266722679138,
16,6629,,0.14563407003879547
16,6629,0.14614026248455048,
17,7019,,0.14611957967281342
17,7019,0.1459653675556183,
18,7409,,0.14531615376472473
18,7409,0.1459043174982071,
19,7799,,0.14545661211013794
19,7799,0.14575231075286865,
20,8189,,0.145924910902977
20,8189,0.14567437767982483,
21,8579,,0.1449090987443924
21,8579,0.14560824632644653,
22,8969,,0.14494380354881287
22,8969,0.14548306167125702,
23,9359,,0.1451648622751236
23,9359,0.14528432488441467,
24,9749,,0.14511756598949432
24,9749,0.1452893316745758,
25,10139,,0.14549072086811066
25,10139,0.1451958417892456,
26,10529,,0.144941508769989
26,10529,0.1450951248407364,
