epoch,step,train_loss,valid_loss_epoch
0,389,,0.579384982585907
0,389,0.5909485816955566,
1,779,,0.5452926158905029
1,779,0.5755408406257629,
2,1169,,0.19347505271434784
2,1169,0.35384806990623474,
3,1559,,0.11720626056194305
3,1559,0.1575535386800766,
4,1949,,0.07672399282455444
4,1949,0.10474765300750732,
5,2339,,0.06597384810447693
5,2339,0.07401268929243088,
6,2729,,0.056143756955862045
6,2729,0.05461476743221283,
7,3119,,0.052943404763936996
7,3119,0.04045980051159859,
8,3509,,0.0492330826818943
8,3509,0.029482979327440262,
9,3899,,0.04788952320814133
9,3899,0.023080112412571907,
10,4289,,0.05042500048875809
10,4289,0.018279539421200752,
11,4679,,0.0528610534965992
11,4679,0.015282927080988884,
12,5069,,0.057047512382268906
12,5069,0.013423459604382515,
13,5459,,0.05634322389960289
13,5459,0.011489508673548698,
14,5849,,0.06134990602731705
14,5849,0.0107734901830554,
