epoch,step,train_loss,valid_loss_epoch
0,389,,0.28889551758766174
0,389,0.5413155555725098,
1,779,,0.07885973155498505
1,779,0.16042649745941162,
2,1169,,0.0596812404692173
2,1169,0.06778894364833832,
3,1559,,0.05234978720545769
3,1559,0.042590003460645676,
4,1949,,0.04835430160164833
4,1949,0.030168533325195312,
5,2339,,0.04906422272324562
5,2339,0.02326621115207672,
6,2729,,0.047178711742162704
6,2729,0.017747199162840843,
7,3119,,0.049461714923381805
7,3119,0.014063244685530663,
8,3509,,0.05525314062833786
8,3509,0.010957476682960987,
