epoch,step,train_loss,valid_loss_epoch
0,389,,0.17989788949489594
0,389,0.3366641700267792,
1,779,,0.14988857507705688
1,779,0.16940653324127197,
2,1169,,0.13420100510120392
2,1169,0.13448800146579742,
3,1559,,0.102684386074543
3,1559,0.11238270252943039,
4,1949,,0.09183314442634583
4,1949,0.09968237578868866,
5,2339,,0.08501742035150528
5,2339,0.08911636471748352,
6,2729,,0.10085388273000717
6,2729,0.08178626000881195,
7,3119,,0.08593077957630157
7,3119,0.07412464171648026,
8,3509,,0.07555451989173889
8,3509,0.06683823466300964,
9,3899,,0.06953176110982895
9,3899,0.06269616633653641,
10,4289,,0.07229353487491608
10,4289,0.06046799570322037,
11,4679,,0.06708434224128723
11,4679,0.05447591468691826,
12,5069,,0.06210044398903847
12,5069,0.05233066901564598,
13,5459,,0.06523793935775757
13,5459,0.04849530756473541,
14,5849,,0.05999594181776047
14,5849,0.0483737550675869,
15,6239,,0.062251508235931396
15,6239,0.04432006552815437,
16,6629,,0.05929635465145111
16,6629,0.042348846793174744,
17,7019,,0.058295994997024536
17,7019,0.040448542684316635,
18,7409,,0.052091121673583984
18,7409,0.03844457119703293,
19,7799,,0.055998850613832474
19,7799,0.036058880388736725,
20,8189,,0.05858645588159561
20,8189,0.035219110548496246,
21,8579,,0.0523674339056015
21,8579,0.0334089957177639,
22,8969,,0.05662566423416138
22,8969,0.032217226922512054,
23,9359,,0.054653313010931015
23,9359,0.03202662989497185,
