epoch,step,train_loss,valid_loss_epoch
0,389,,0.16531571745872498
0,389,0.187809556722641,
1,779,,0.16046175360679626
1,779,0.16362054646015167,
2,1169,,0.15860053896903992
2,1169,0.16025975346565247,
3,1559,,0.1568593531847
3,1559,0.15860536694526672,
4,1949,,0.15556015074253082
4,1949,0.15751928091049194,
5,2339,,0.15533296763896942
5,2339,0.15670856833457947,
6,2729,,0.1544862985610962
6,2729,0.15626099705696106,
7,3119,,0.1548774540424347
7,3119,0.15561386942863464,
8,3509,,0.15444500744342804
8,3509,0.15538698434829712,
9,3899,,0.15449796617031097
9,3899,0.15518562495708466,
10,4289,,0.1536419689655304
10,4289,0.15496638417243958,
11,4679,,0.15361930429935455
11,4679,0.1547485589981079,
12,5069,,0.15376310050487518
12,5069,0.15440203249454498,
13,5459,,0.15340833365917206
13,5459,0.15426793694496155,
14,5849,,0.1534584015607834
14,5849,0.15410852432250977,
15,6239,,0.1526397466659546
15,6239,0.154093936085701,
16,6629,,0.15273308753967285
16,6629,0.15400150418281555,
17,7019,,0.1531035602092743
17,7019,0.1538822203874588,
18,7409,,0.15237505733966827
18,7409,0.1537698656320572,
19,7799,,0.1526269018650055
19,7799,0.15359245240688324,
20,8189,,0.15228049457073212
20,8189,0.15348610281944275,
21,8579,,0.15230296552181244
21,8579,0.15352460741996765,
22,8969,,0.1523456871509552
22,8969,0.1533745676279068,
23,9359,,0.15236163139343262
23,9359,0.15320557355880737,
24,9749,,0.15234532952308655
24,9749,0.15334686636924744,
25,10139,,0.15252043306827545
25,10139,0.1532154381275177,
