epoch,step,train_loss,valid_loss_epoch
0,389,,2.3257033824920654
0,389,2.369009017944336,
1,779,,2.1599340438842773
1,779,2.303713083267212,
2,1169,,1.1119216680526733
2,1169,1.5234030485153198,
3,1559,,0.7203596234321594
3,1559,0.9436742663383484,
4,1949,,0.5521267056465149
4,1949,0.6497249603271484,
5,2339,,0.4505743682384491
5,2339,0.5314375758171082,
6,2729,,0.40009748935699463
6,2729,0.4453633725643158,
7,3119,,0.3390224277973175
7,3119,0.3740803897380829,
8,3509,,0.2992015779018402
8,3509,0.3168630003929138,
9,3899,,0.26154401898384094
9,3899,0.26305922865867615,
10,4289,,0.26156267523765564
10,4289,0.22235643863677979,
11,4679,,0.2451169788837433
11,4679,0.18462559580802917,
12,5069,,0.24020463228225708
12,5069,0.1505589634180069,
13,5459,,0.27212321758270264
13,5459,0.12702107429504395,
14,5849,,0.2613227963447571
14,5849,0.10938213020563126,
15,6239,,0.28668007254600525
15,6239,0.09327488392591476,
16,6629,,0.2977295517921448
16,6629,0.0823553204536438,
17,7019,,0.3148178160190582
17,7019,0.07571925222873688,
