epoch,step,train_loss,valid_loss_epoch
0,389,,0.5044053196907043
0,389,1.2332855463027954,
1,779,,0.2557109594345093
1,779,0.36984285712242126,
2,1169,,0.2267359048128128
2,1169,0.26038575172424316,
3,1559,,0.18747210502624512
3,1559,0.21753348410129547,
4,1949,,0.180684894323349
4,1949,0.1904546320438385,
5,2339,,0.17757824063301086
5,2339,0.1730877012014389,
6,2729,,0.15770447254180908
6,2729,0.1635211706161499,
7,3119,,0.16203342378139496
7,3119,0.15340253710746765,
8,3509,,0.1464468538761139
8,3509,0.13871802389621735,
9,3899,,0.13696785271167755
9,3899,0.13237576186656952,
10,4289,,0.1413014531135559
10,4289,0.12470652163028717,
11,4679,,0.12691433727741241
11,4679,0.12188510596752167,
12,5069,,0.13820059597492218
12,5069,0.11577705293893814,
13,5459,,0.13250641524791718
13,5459,0.11138587445020676,
14,5849,,0.13077504932880402
14,5849,0.10784930735826492,
15,6239,,0.13413602113723755
15,6239,0.10180117189884186,
16,6629,,0.1356668919324875
16,6629,0.10067876428365707,
